"";"comuna";"pais";"año";"n";"residencia";"estado"
"7161";"Llanquihue";"República Dominicana";2023;3;"Temporal";"Acogidas"
"7162";"Llanquihue";"Suiza";2023;1;"Temporal";"Acogidas"
"7163";"Llanquihue";"Venezuela";2023;20;"Temporal";"Acogidas"
"7164";"Lo Barnechea";"Argentina";2023;23;"Temporal";"Acogidas"
"7165";"Lo Barnechea";"Australia";2023;2;"Temporal";"Acogidas"
"7166";"Lo Barnechea";"Bolivia";2023;15;"Temporal";"Acogidas"
"7167";"Lo Barnechea";"Brasil";2023;15;"Temporal";"Acogidas"
"7168";"Lo Barnechea";"Canadá";2023;4;"Temporal";"Acogidas"
"7169";"Lo Barnechea";"China";2023;3;"Temporal";"Acogidas"
"7170";"Lo Barnechea";"Colombia";2023;59;"Temporal";"Acogidas"
"7171";"Lo Barnechea";"Corea del Sur";2023;10;"Temporal";"Acogidas"
"7172";"Lo Barnechea";"Costa Rica";2023;2;"Temporal";"Acogidas"
"7173";"Lo Barnechea";"Cuba";2023;1;"Temporal";"Acogidas"
"7174";"Lo Barnechea";"Ecuador";2023;7;"Temporal";"Acogidas"
"7175";"Lo Barnechea";"España";2023;8;"Temporal";"Acogidas"
"7176";"Lo Barnechea";"Estados Unidos";2023;32;"Temporal";"Acogidas"
"7177";"Lo Barnechea";"Filipinas";2023;2;"Temporal";"Acogidas"
"7178";"Lo Barnechea";"Francia";2023;2;"Temporal";"Acogidas"
"7179";"Lo Barnechea";"Haití";2023;4;"Temporal";"Acogidas"
"7180";"Lo Barnechea";"India";2023;1;"Temporal";"Acogidas"
"7181";"Lo Barnechea";"Italia";2023;1;"Temporal";"Acogidas"
"7182";"Lo Barnechea";"México";2023;3;"Temporal";"Acogidas"
"7183";"Lo Barnechea";"Noruega";2023;1;"Temporal";"Acogidas"
"7184";"Lo Barnechea";"Nueva Zelanda";2023;4;"Temporal";"Acogidas"
"7185";"Lo Barnechea";"Otro país";2023;1;"Temporal";"Acogidas"
"7186";"Lo Barnechea";"Perú";2023;74;"Temporal";"Acogidas"
"7187";"Lo Barnechea";"Reino Unido";2023;4;"Temporal";"Acogidas"
"7188";"Lo Barnechea";"República Checa";2023;1;"Temporal";"Acogidas"
"7189";"Lo Barnechea";"República Dominicana";2023;2;"Temporal";"Acogidas"
"7190";"Lo Barnechea";"Sudáfrica";2023;3;"Temporal";"Acogidas"
"7191";"Lo Barnechea";"Uruguay";2023;2;"Temporal";"Acogidas"
"7192";"Lo Barnechea";"Venezuela";2023;44;"Temporal";"Acogidas"
"7193";"Lo Espejo";"Argentina";2023;3;"Temporal";"Acogidas"
"7194";"Lo Espejo";"Bolivia";2023;8;"Temporal";"Acogidas"
"7195";"Lo Espejo";"Brasil";2023;3;"Temporal";"Acogidas"
"7196";"Lo Espejo";"Colombia";2023;58;"Temporal";"Acogidas"
"7197";"Lo Espejo";"Cuba";2023;2;"Temporal";"Acogidas"
"7198";"Lo Espejo";"Ecuador";2023;16;"Temporal";"Acogidas"
"7199";"Lo Espejo";"El Salvador";2023;1;"Temporal";"Acogidas"
"7200";"Lo Espejo";"Haití";2023;73;"Temporal";"Acogidas"
"7201";"Lo Espejo";"México";2023;2;"Temporal";"Acogidas"
"7202";"Lo Espejo";"Paraguay";2023;1;"Temporal";"Acogidas"
"7203";"Lo Espejo";"Perú";2023;31;"Temporal";"Acogidas"
"7204";"Lo Espejo";"República Dominicana";2023;6;"Temporal";"Acogidas"
"7205";"Lo Espejo";"Venezuela";2023;67;"Temporal";"Acogidas"
"7206";"Lo Prado";"Argentina";2023;5;"Temporal";"Acogidas"
"7207";"Lo Prado";"Bolivia";2023;24;"Temporal";"Acogidas"
"7208";"Lo Prado";"China";2023;2;"Temporal";"Acogidas"
"7209";"Lo Prado";"Colombia";2023;195;"Temporal";"Acogidas"
"7210";"Lo Prado";"Cuba";2023;2;"Temporal";"Acogidas"
"7211";"Lo Prado";"Ecuador";2023;24;"Temporal";"Acogidas"
"7212";"Lo Prado";"El Salvador";2023;1;"Temporal";"Acogidas"
"7213";"Lo Prado";"España";2023;1;"Temporal";"Acogidas"
"7214";"Lo Prado";"Haití";2023;20;"Temporal";"Acogidas"
"7215";"Lo Prado";"Nicaragua";2023;2;"Temporal";"Acogidas"
"7216";"Lo Prado";"Perú";2023;199;"Temporal";"Acogidas"
"7217";"Lo Prado";"República Dominicana";2023;27;"Temporal";"Acogidas"
"7218";"Lo Prado";"Rusia";2023;1;"Temporal";"Acogidas"
"7219";"Lo Prado";"Uruguay";2023;2;"Temporal";"Acogidas"
"7220";"Lo Prado";"Venezuela";2023;160;"Temporal";"Acogidas"
"7221";"Lolol";"Argentina";2023;1;"Temporal";"Acogidas"
"7222";"Lolol";"Bolivia";2023;1;"Temporal";"Acogidas"
"7223";"Lolol";"Colombia";2023;1;"Temporal";"Acogidas"
"7224";"Lolol";"México";2023;1;"Temporal";"Acogidas"
"7225";"Lolol";"Venezuela";2023;1;"Temporal";"Acogidas"
"7226";"Loncoche";"Alemania";2023;1;"Temporal";"Acogidas"
"7227";"Loncoche";"Argentina";2023;1;"Temporal";"Acogidas"
"7228";"Loncoche";"Bolivia";2023;1;"Temporal";"Acogidas"
"7229";"Loncoche";"Brasil";2023;1;"Temporal";"Acogidas"
"7230";"Loncoche";"China";2023;1;"Temporal";"Acogidas"
"7231";"Loncoche";"Colombia";2023;3;"Temporal";"Acogidas"
"7232";"Loncoche";"Haití";2023;1;"Temporal";"Acogidas"
"7233";"Loncoche";"República Dominicana";2023;1;"Temporal";"Acogidas"
"7234";"Loncoche";"Venezuela";2023;3;"Temporal";"Acogidas"
"7235";"Longaví";"Ecuador";2023;1;"Temporal";"Acogidas"
"7236";"Longaví";"Haití";2023;15;"Temporal";"Acogidas"
"7237";"Longaví";"Perú";2023;2;"Temporal";"Acogidas"
"7238";"Longaví";"República Dominicana";2023;1;"Temporal";"Acogidas"
"7239";"Longaví";"Venezuela";2023;6;"Temporal";"Acogidas"
"7240";"Lonquimay";"Argentina";2023;2;"Temporal";"Acogidas"
"7241";"Los Andes";"Argentina";2023;99;"Temporal";"Acogidas"
"7242";"Los Andes";"Bolivia";2023;14;"Temporal";"Acogidas"
"7243";"Los Andes";"Brasil";2023;1;"Temporal";"Acogidas"
"7244";"Los Andes";"China";2023;1;"Temporal";"Acogidas"
"7245";"Los Andes";"Colombia";2023;71;"Temporal";"Acogidas"
"7246";"Los Andes";"Costa Rica";2023;1;"Temporal";"Acogidas"
"7247";"Los Andes";"Cuba";2023;2;"Temporal";"Acogidas"
"7248";"Los Andes";"Ecuador";2023;7;"Temporal";"Acogidas"
"7249";"Los Andes";"España";2023;1;"Temporal";"Acogidas"
"7250";"Los Andes";"Estados Unidos";2023;1;"Temporal";"Acogidas"
"7251";"Los Andes";"Haití";2023;6;"Temporal";"Acogidas"
"7252";"Los Andes";"México";2023;1;"Temporal";"Acogidas"
"7253";"Los Andes";"Paraguay";2023;1;"Temporal";"Acogidas"
"7254";"Los Andes";"Perú";2023;17;"Temporal";"Acogidas"
"7255";"Los Andes";"República Dominicana";2023;5;"Temporal";"Acogidas"
"7256";"Los Andes";"Uruguay";2023;1;"Temporal";"Acogidas"
"7257";"Los Andes";"Venezuela";2023;131;"Temporal";"Acogidas"
"7258";"Los Lagos";"Bolivia";2023;1;"Temporal";"Acogidas"
"7259";"Los Lagos";"Brasil";2023;1;"Temporal";"Acogidas"
"7260";"Los Lagos";"Colombia";2023;2;"Temporal";"Acogidas"
"7261";"Los Lagos";"Haití";2023;1;"Temporal";"Acogidas"
"7262";"Los Lagos";"Venezuela";2023;4;"Temporal";"Acogidas"
"7263";"Los Muermos";"Argentina";2023;1;"Temporal";"Acogidas"
"7264";"Los Muermos";"Bolivia";2023;3;"Temporal";"Acogidas"
"7265";"Los Muermos";"Colombia";2023;2;"Temporal";"Acogidas"
"7266";"Los Muermos";"Haití";2023;1;"Temporal";"Acogidas"
"7267";"Los Muermos";"Paraguay";2023;1;"Temporal";"Acogidas"
"7268";"Los Muermos";"Perú";2023;1;"Temporal";"Acogidas"
"7269";"Los Muermos";"Venezuela";2023;9;"Temporal";"Acogidas"
"7270";"Los Vilos";"Argentina";2023;1;"Temporal";"Acogidas"
"7271";"Los Vilos";"Bolivia";2023;9;"Temporal";"Acogidas"
"7272";"Los Vilos";"Colombia";2023;22;"Temporal";"Acogidas"
"7273";"Los Vilos";"Ecuador";2023;1;"Temporal";"Acogidas"
"7274";"Los Vilos";"Haití";2023;4;"Temporal";"Acogidas"
"7275";"Los Vilos";"Perú";2023;5;"Temporal";"Acogidas"
"7276";"Los Vilos";"República Dominicana";2023;4;"Temporal";"Acogidas"
"7277";"Los Vilos";"Uruguay";2023;1;"Temporal";"Acogidas"
"7278";"Los Vilos";"Venezuela";2023;38;"Temporal";"Acogidas"
"7279";"Los Álamos";"Bolivia";2023;3;"Temporal";"Acogidas"
"7280";"Los Álamos";"Colombia";2023;1;"Temporal";"Acogidas"
"7281";"Los Ángeles";"Alemania";2023;1;"Temporal";"Acogidas"
"7282";"Los Ángeles";"Argentina";2023;7;"Temporal";"Acogidas"
"7283";"Los Ángeles";"Bolivia";2023;6;"Temporal";"Acogidas"
"7284";"Los Ángeles";"Brasil";2023;5;"Temporal";"Acogidas"
"7285";"Los Ángeles";"China";2023;10;"Temporal";"Acogidas"
"7286";"Los Ángeles";"Colombia";2023;80;"Temporal";"Acogidas"
"7287";"Los Ángeles";"Cuba";2023;8;"Temporal";"Acogidas"
"7288";"Los Ángeles";"Ecuador";2023;17;"Temporal";"Acogidas"
"7289";"Los Ángeles";"España";2023;5;"Temporal";"Acogidas"
"7290";"Los Ángeles";"Haití";2023;14;"Temporal";"Acogidas"
"7291";"Los Ángeles";"India";2023;1;"Temporal";"Acogidas"
"7292";"Los Ángeles";"México";2023;2;"Temporal";"Acogidas"
"7293";"Los Ángeles";"Nicaragua";2023;1;"Temporal";"Acogidas"
"7294";"Los Ángeles";"Nueva Zelanda";2023;1;"Temporal";"Acogidas"
"7295";"Los Ángeles";"Otro país";2023;2;"Temporal";"Acogidas"
"7296";"Los Ángeles";"Paraguay";2023;1;"Temporal";"Acogidas"
"7297";"Los Ángeles";"Perú";2023;19;"Temporal";"Acogidas"
"7298";"Los Ángeles";"República Dominicana";2023;2;"Temporal";"Acogidas"
"7299";"Los Ángeles";"Rumanía";2023;1;"Temporal";"Acogidas"
"7300";"Los Ángeles";"Rusia";2023;1;"Temporal";"Acogidas"
"7301";"Los Ángeles";"Uruguay";2023;3;"Temporal";"Acogidas"
"7302";"Los Ángeles";"Venezuela";2023;191;"Temporal";"Acogidas"
"7303";"Los Ángeles";"Vietnam";2023;1;"Temporal";"Acogidas"
"7304";"Lota";"Argentina";2023;2;"Temporal";"Acogidas"
"7305";"Lota";"Colombia";2023;7;"Temporal";"Acogidas"
"7306";"Lota";"Ecuador";2023;4;"Temporal";"Acogidas"
"7307";"Lota";"México";2023;3;"Temporal";"Acogidas"
"7308";"Lota";"Uruguay";2023;1;"Temporal";"Acogidas"
"7309";"Lota";"Venezuela";2023;5;"Temporal";"Acogidas"
"7310";"Lumaco";"China";2023;1;"Temporal";"Acogidas"
"7311";"Lumaco";"Venezuela";2023;1;"Temporal";"Acogidas"
"7312";"Machalí";"Argentina";2023;2;"Temporal";"Acogidas"
"7313";"Machalí";"Bolivia";2023;6;"Temporal";"Acogidas"
"7314";"Machalí";"Brasil";2023;2;"Temporal";"Acogidas"
"7315";"Machalí";"China";2023;1;"Temporal";"Acogidas"
"7316";"Machalí";"Colombia";2023;20;"Temporal";"Acogidas"
"7317";"Machalí";"Cuba";2023;1;"Temporal";"Acogidas"
"7318";"Machalí";"Ecuador";2023;5;"Temporal";"Acogidas"
"7319";"Machalí";"Estados Unidos";2023;1;"Temporal";"Acogidas"
"7320";"Machalí";"Haití";2023;1;"Temporal";"Acogidas"
"7321";"Machalí";"Noruega";2023;1;"Temporal";"Acogidas"
"7322";"Machalí";"Paraguay";2023;1;"Temporal";"Acogidas"
"7323";"Machalí";"Perú";2023;5;"Temporal";"Acogidas"
"7324";"Machalí";"Polonia";2023;1;"Temporal";"Acogidas"
"7325";"Machalí";"República Dominicana";2023;1;"Temporal";"Acogidas"
"7326";"Machalí";"Uruguay";2023;3;"Temporal";"Acogidas"
"7327";"Machalí";"Venezuela";2023;58;"Temporal";"Acogidas"
"7328";"Macul";"Argentina";2023;13;"Temporal";"Acogidas"
"7329";"Macul";"Bolivia";2023;15;"Temporal";"Acogidas"
"7330";"Macul";"Brasil";2023;7;"Temporal";"Acogidas"
"7331";"Macul";"Bélgica";2023;1;"Temporal";"Acogidas"
"7332";"Macul";"China";2023;1;"Temporal";"Acogidas"
"7333";"Macul";"Colombia";2023;144;"Temporal";"Acogidas"
"7334";"Macul";"Costa Rica";2023;2;"Temporal";"Acogidas"
"7335";"Macul";"Cuba";2023;10;"Temporal";"Acogidas"
"7336";"Macul";"Ecuador";2023;24;"Temporal";"Acogidas"
"7337";"Macul";"España";2023;3;"Temporal";"Acogidas"
"7338";"Macul";"Estados Unidos";2023;2;"Temporal";"Acogidas"
"7339";"Macul";"Francia";2023;1;"Temporal";"Acogidas"
"7340";"Macul";"Haití";2023;5;"Temporal";"Acogidas"
"7341";"Macul";"México";2023;5;"Temporal";"Acogidas"
"7342";"Macul";"Nicaragua";2023;2;"Temporal";"Acogidas"
"7343";"Macul";"Otro país";2023;3;"Temporal";"Acogidas"
"7344";"Macul";"Panamá";2023;1;"Temporal";"Acogidas"
"7345";"Macul";"Paraguay";2023;1;"Temporal";"Acogidas"
"7346";"Macul";"Perú";2023;96;"Temporal";"Acogidas"
"7347";"Macul";"República Dominicana";2023;2;"Temporal";"Acogidas"
"7348";"Macul";"Rusia";2023;1;"Temporal";"Acogidas"
"7349";"Macul";"Venezuela";2023;263;"Temporal";"Acogidas"
"7350";"Maipú";"Argentina";2023;30;"Temporal";"Acogidas"
"7351";"Maipú";"Bolivia";2023;38;"Temporal";"Acogidas"
"7352";"Maipú";"Brasil";2023;7;"Temporal";"Acogidas"
"7353";"Maipú";"Canadá";2023;1;"Temporal";"Acogidas"
"7354";"Maipú";"China";2023;4;"Temporal";"Acogidas"
"7355";"Maipú";"Colombia";2023;238;"Temporal";"Acogidas"
"7356";"Maipú";"Cuba";2023;13;"Temporal";"Acogidas"
"7357";"Maipú";"Ecuador";2023;143;"Temporal";"Acogidas"
"7358";"Maipú";"España";2023;4;"Temporal";"Acogidas"
"7359";"Maipú";"Estados Unidos";2023;1;"Temporal";"Acogidas"
"7360";"Maipú";"Francia";2023;1;"Temporal";"Acogidas"
"7361";"Maipú";"Guatemala";2023;1;"Temporal";"Acogidas"
"7362";"Maipú";"Haití";2023;68;"Temporal";"Acogidas"
"7363";"Maipú";"Honduras";2023;1;"Temporal";"Acogidas"
"7364";"Maipú";"Hungría";2023;1;"Temporal";"Acogidas"
"7365";"Maipú";"Italia";2023;5;"Temporal";"Acogidas"
"7366";"Maipú";"México";2023;6;"Temporal";"Acogidas"
"7367";"Maipú";"Paraguay";2023;3;"Temporal";"Acogidas"
"7368";"Maipú";"Perú";2023;127;"Temporal";"Acogidas"
"7369";"Maipú";"Portugal";2023;1;"Temporal";"Acogidas"
"7370";"Maipú";"República Dominicana";2023;14;"Temporal";"Acogidas"
"7371";"Maipú";"Rusia";2023;1;"Temporal";"Acogidas"
"7372";"Maipú";"Uruguay";2023;1;"Temporal";"Acogidas"
"7373";"Maipú";"Venezuela";2023;496;"Temporal";"Acogidas"
"7374";"Malloa";"Argentina";2023;1;"Temporal";"Acogidas"
"7375";"Malloa";"Bolivia";2023;8;"Temporal";"Acogidas"
"7376";"Malloa";"Colombia";2023;3;"Temporal";"Acogidas"
"7377";"Malloa";"Haití";2023;4;"Temporal";"Acogidas"
"7378";"Malloa";"Paraguay";2023;1;"Temporal";"Acogidas"
"7379";"Malloa";"Perú";2023;1;"Temporal";"Acogidas"
"7380";"Marchigüe";"Colombia";2023;2;"Temporal";"Acogidas"
"7381";"Marchigüe";"Haití";2023;1;"Temporal";"Acogidas"
"7382";"Mariquina";"Alemania";2023;1;"Temporal";"Acogidas"
"7383";"Mariquina";"Argentina";2023;1;"Temporal";"Acogidas"
"7384";"Mariquina";"Colombia";2023;2;"Temporal";"Acogidas"
"7385";"Mariquina";"Ecuador";2023;1;"Temporal";"Acogidas"
"7386";"Mariquina";"Honduras";2023;1;"Temporal";"Acogidas"
"7387";"Mariquina";"Venezuela";2023;3;"Temporal";"Acogidas"
"7388";"María Elena";"Bolivia";2023;29;"Temporal";"Acogidas"
"7389";"María Elena";"Colombia";2023;14;"Temporal";"Acogidas"
"7390";"María Elena";"Ecuador";2023;1;"Temporal";"Acogidas"
"7391";"María Elena";"México";2023;1;"Temporal";"Acogidas"
"7392";"María Elena";"Perú";2023;3;"Temporal";"Acogidas"
"7393";"María Elena";"Venezuela";2023;1;"Temporal";"Acogidas"
"7394";"María Pinto";"Argentina";2023;1;"Temporal";"Acogidas"
"7395";"María Pinto";"Bolivia";2023;6;"Temporal";"Acogidas"
"7396";"María Pinto";"Colombia";2023;4;"Temporal";"Acogidas"
"7397";"María Pinto";"Haití";2023;3;"Temporal";"Acogidas"
"7398";"María Pinto";"Otro país";2023;1;"Temporal";"Acogidas"
"7399";"María Pinto";"Perú";2023;4;"Temporal";"Acogidas"
"7400";"María Pinto";"Venezuela";2023;1;"Temporal";"Acogidas"
"7401";"Maule";"Argentina";2023;2;"Temporal";"Acogidas"
"7402";"Maule";"Bolivia";2023;1;"Temporal";"Acogidas"
"7403";"Maule";"Colombia";2023;14;"Temporal";"Acogidas"
"7404";"Maule";"Cuba";2023;1;"Temporal";"Acogidas"
"7405";"Maule";"Ecuador";2023;1;"Temporal";"Acogidas"
"7406";"Maule";"Haití";2023;6;"Temporal";"Acogidas"
"7407";"Maule";"Paraguay";2023;1;"Temporal";"Acogidas"
"7408";"Maule";"Portugal";2023;2;"Temporal";"Acogidas"
"7409";"Maule";"República Dominicana";2023;1;"Temporal";"Acogidas"
"7410";"Maule";"Venezuela";2023;37;"Temporal";"Acogidas"
"7411";"Maullín";"Argentina";2023;1;"Temporal";"Acogidas"
"7412";"Maullín";"Colombia";2023;4;"Temporal";"Acogidas"
"7413";"Maullín";"Honduras";2023;1;"Temporal";"Acogidas"
"7414";"Maullín";"Venezuela";2023;8;"Temporal";"Acogidas"
"7415";"Mejillones";"Argentina";2023;1;"Temporal";"Acogidas"
"7416";"Mejillones";"Bolivia";2023;122;"Temporal";"Acogidas"
"7417";"Mejillones";"China";2023;1;"Temporal";"Acogidas"
"7418";"Mejillones";"Colombia";2023;73;"Temporal";"Acogidas"
"7419";"Mejillones";"Ecuador";2023;5;"Temporal";"Acogidas"
"7420";"Mejillones";"Perú";2023;8;"Temporal";"Acogidas"
"7421";"Mejillones";"Venezuela";2023;14;"Temporal";"Acogidas"
"7422";"Melipeuco";"Colombia";2023;2;"Temporal";"Acogidas"
"7423";"Melipilla";"Argentina";2023;94;"Temporal";"Acogidas"
"7424";"Melipilla";"Bolivia";2023;601;"Temporal";"Acogidas"
"7425";"Melipilla";"Brasil";2023;1;"Temporal";"Acogidas"
"7426";"Melipilla";"Colombia";2023;57;"Temporal";"Acogidas"
"7427";"Melipilla";"Cuba";2023;12;"Temporal";"Acogidas"
"7428";"Melipilla";"Ecuador";2023;20;"Temporal";"Acogidas"
"7429";"Melipilla";"El Salvador";2023;2;"Temporal";"Acogidas"
"7430";"Melipilla";"España";2023;3;"Temporal";"Acogidas"
"7431";"Melipilla";"Estados Unidos";2023;1;"Temporal";"Acogidas"
"7432";"Melipilla";"Ghana";2023;1;"Temporal";"Acogidas"
"7433";"Melipilla";"Haití";2023;61;"Temporal";"Acogidas"
"7434";"Melipilla";"México";2023;2;"Temporal";"Acogidas"
"7435";"Melipilla";"Otro país";2023;1;"Temporal";"Acogidas"
"7436";"Melipilla";"Paraguay";2023;2;"Temporal";"Acogidas"
"7437";"Melipilla";"Perú";2023;36;"Temporal";"Acogidas"
"7438";"Melipilla";"República Dominicana";2023;1;"Temporal";"Acogidas"
"7439";"Melipilla";"Uruguay";2023;1;"Temporal";"Acogidas"
"7440";"Melipilla";"Venezuela";2023;113;"Temporal";"Acogidas"
"7441";"Molina";"Argentina";2023;3;"Temporal";"Acogidas"
"7442";"Molina";"Bolivia";2023;28;"Temporal";"Acogidas"
"7443";"Molina";"China";2023;1;"Temporal";"Acogidas"
"7444";"Molina";"Colombia";2023;14;"Temporal";"Acogidas"
"7445";"Molina";"Cuba";2023;13;"Temporal";"Acogidas"
"7446";"Molina";"Ecuador";2023;5;"Temporal";"Acogidas"
"7447";"Molina";"Haití";2023;5;"Temporal";"Acogidas"
"7448";"Molina";"Nicaragua";2023;1;"Temporal";"Acogidas"
"7449";"Molina";"Perú";2023;3;"Temporal";"Acogidas"
"7450";"Molina";"Venezuela";2023;34;"Temporal";"Acogidas"
"7451";"Monte Patria";"Argentina";2023;2;"Temporal";"Acogidas"
"7452";"Monte Patria";"Bolivia";2023;8;"Temporal";"Acogidas"
"7453";"Monte Patria";"Colombia";2023;5;"Temporal";"Acogidas"
"7454";"Monte Patria";"México";2023;1;"Temporal";"Acogidas"
"7455";"Monte Patria";"Perú";2023;2;"Temporal";"Acogidas"
"7456";"Monte Patria";"Venezuela";2023;4;"Temporal";"Acogidas"
"7457";"Mostazal";"Argentina";2023;4;"Temporal";"Acogidas"
"7458";"Mostazal";"Bolivia";2023;8;"Temporal";"Acogidas"
"7459";"Mostazal";"Brasil";2023;1;"Temporal";"Acogidas"
"7460";"Mostazal";"China";2023;1;"Temporal";"Acogidas"
"7461";"Mostazal";"Colombia";2023;5;"Temporal";"Acogidas"
"7462";"Mostazal";"Costa Rica";2023;1;"Temporal";"Acogidas"
"7463";"Mostazal";"Ecuador";2023;1;"Temporal";"Acogidas"
"7464";"Mostazal";"Haití";2023;6;"Temporal";"Acogidas"
"7465";"Mostazal";"Honduras";2023;1;"Temporal";"Acogidas"
"7466";"Mostazal";"Italia";2023;1;"Temporal";"Acogidas"
"7467";"Mostazal";"Perú";2023;4;"Temporal";"Acogidas"
"7468";"Mostazal";"Reino Unido";2023;1;"Temporal";"Acogidas"
"7469";"Mostazal";"Venezuela";2023;4;"Temporal";"Acogidas"
"7470";"Mulchén";"Ecuador";2023;1;"Temporal";"Acogidas"
"7471";"Máfil";"Bolivia";2023;1;"Temporal";"Acogidas"
"7472";"Máfil";"Colombia";2023;3;"Temporal";"Acogidas"
"7473";"Nacimiento";"Argentina";2023;1;"Temporal";"Acogidas"
"7474";"Nacimiento";"Bolivia";2023;1;"Temporal";"Acogidas"
"7475";"Nacimiento";"Colombia";2023;3;"Temporal";"Acogidas"
"7476";"Nacimiento";"Ecuador";2023;1;"Temporal";"Acogidas"
"7477";"Nacimiento";"Haití";2023;1;"Temporal";"Acogidas"
"7478";"Nacimiento";"República Dominicana";2023;2;"Temporal";"Acogidas"
"7479";"Nacimiento";"Venezuela";2023;2;"Temporal";"Acogidas"
"7480";"Nancagua";"Argentina";2023;1;"Temporal";"Acogidas"
"7481";"Nancagua";"Bolivia";2023;20;"Temporal";"Acogidas"
"7482";"Nancagua";"Colombia";2023;6;"Temporal";"Acogidas"
"7483";"Nancagua";"Haití";2023;1;"Temporal";"Acogidas"
"7484";"Nancagua";"Perú";2023;1;"Temporal";"Acogidas"
"7485";"Nancagua";"República Dominicana";2023;1;"Temporal";"Acogidas"
"7486";"Nancagua";"Venezuela";2023;15;"Temporal";"Acogidas"
"7487";"Natales";"Argentina";2023;8;"Temporal";"Acogidas"
"7488";"Natales";"Bolivia";2023;3;"Temporal";"Acogidas"
"7489";"Natales";"Colombia";2023;146;"Temporal";"Acogidas"
"7490";"Natales";"Ecuador";2023;3;"Temporal";"Acogidas"
"7491";"Natales";"Honduras";2023;1;"Temporal";"Acogidas"
"7492";"Natales";"México";2023;1;"Temporal";"Acogidas"
"7493";"Natales";"Paraguay";2023;1;"Temporal";"Acogidas"
"7494";"Natales";"Perú";2023;1;"Temporal";"Acogidas"
"7495";"Natales";"República Dominicana";2023;3;"Temporal";"Acogidas"
"7496";"Natales";"Suiza";2023;1;"Temporal";"Acogidas"
"7497";"Natales";"Venezuela";2023;29;"Temporal";"Acogidas"
"7498";"Navidad";"Argentina";2023;2;"Temporal";"Acogidas"
"7499";"Navidad";"Brasil";2023;1;"Temporal";"Acogidas"
"7500";"Navidad";"Colombia";2023;4;"Temporal";"Acogidas"
"7501";"Navidad";"Cuba";2023;2;"Temporal";"Acogidas"
"7502";"Navidad";"Venezuela";2023;6;"Temporal";"Acogidas"
"7503";"Negrete";"Venezuela";2023;1;"Temporal";"Acogidas"
"7504";"Ninhue";"Venezuela";2023;1;"Temporal";"Acogidas"
"7505";"Nogales";"Bolivia";2023;2;"Temporal";"Acogidas"
"7506";"Nogales";"Colombia";2023;4;"Temporal";"Acogidas"
"7507";"Nogales";"Ecuador";2023;2;"Temporal";"Acogidas"
"7508";"Nogales";"Haití";2023;1;"Temporal";"Acogidas"
"7509";"Nogales";"México";2023;1;"Temporal";"Acogidas"
"7510";"Nogales";"Perú";2023;4;"Temporal";"Acogidas"
"7511";"Nogales";"Venezuela";2023;12;"Temporal";"Acogidas"
"7512";"Nueva Imperial";"Argentina";2023;1;"Temporal";"Acogidas"
"7513";"Nueva Imperial";"Colombia";2023;1;"Temporal";"Acogidas"
"7514";"Nueva Imperial";"Venezuela";2023;3;"Temporal";"Acogidas"
"7515";"Olivar";"Haití";2023;1;"Temporal";"Acogidas"
"7516";"Olivar";"México";2023;1;"Temporal";"Acogidas"
"7517";"Olivar";"Venezuela";2023;4;"Temporal";"Acogidas"
"7518";"Ollagüe";"Bolivia";2023;1;"Temporal";"Acogidas"
"7519";"Ollagüe";"Colombia";2023;2;"Temporal";"Acogidas"
"7520";"Olmué";"Argentina";2023;3;"Temporal";"Acogidas"
"7521";"Olmué";"Brasil";2023;1;"Temporal";"Acogidas"
"7522";"Olmué";"Colombia";2023;5;"Temporal";"Acogidas"
"7523";"Olmué";"Francia";2023;1;"Temporal";"Acogidas"
"7524";"Olmué";"Haití";2023;3;"Temporal";"Acogidas"
"7525";"Olmué";"Uruguay";2023;1;"Temporal";"Acogidas"
"7526";"Olmué";"Venezuela";2023;11;"Temporal";"Acogidas"
"7527";"Osorno";"Alemania";2023;1;"Temporal";"Acogidas"
"7528";"Osorno";"Argentina";2023;9;"Temporal";"Acogidas"
"7529";"Osorno";"Bolivia";2023;10;"Temporal";"Acogidas"
"7530";"Osorno";"Brasil";2023;4;"Temporal";"Acogidas"
"7531";"Osorno";"China";2023;1;"Temporal";"Acogidas"
"7532";"Osorno";"Colombia";2023;38;"Temporal";"Acogidas"
"7533";"Osorno";"Cuba";2023;7;"Temporal";"Acogidas"
"7534";"Osorno";"Ecuador";2023;2;"Temporal";"Acogidas"
"7535";"Osorno";"El Salvador";2023;1;"Temporal";"Acogidas"
"7536";"Osorno";"España";2023;3;"Temporal";"Acogidas"
"7537";"Osorno";"Estados Unidos";2023;1;"Temporal";"Acogidas"
"7538";"Osorno";"Francia";2023;1;"Temporal";"Acogidas"
"7539";"Osorno";"Haití";2023;5;"Temporal";"Acogidas"
"7540";"Osorno";"México";2023;2;"Temporal";"Acogidas"
"7541";"Osorno";"Paraguay";2023;1;"Temporal";"Acogidas"
"7542";"Osorno";"Perú";2023;9;"Temporal";"Acogidas"
"7543";"Osorno";"Rumanía";2023;1;"Temporal";"Acogidas"
"7544";"Osorno";"Turquía";2023;1;"Temporal";"Acogidas"
"7545";"Osorno";"Uruguay";2023;2;"Temporal";"Acogidas"
"7546";"Osorno";"Venezuela";2023;54;"Temporal";"Acogidas"
